n1.name,n1.identifier,n2.name,n2.identifier,r.cell_line,r.pubmed_id,r.source,r.statistic_score
ABCA3,21,ALDOC,230,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,CA2,760,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,TRIM24,8805,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,CA5A,763,K562;K562,20609354,GenomeRNAi,0.524
ABCA3,21,ACSL1,2180,K562;K562;K562,20609354,GenomeRNAi,0.551
ABCA3,21,PRKCQ,5588,K562;K562,20609354,GenomeRNAi,0.521
ABCA3,21,SRI,6717,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,TNFRSF9,3604,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,BAD,572,K562;K562;K562,20609354,GenomeRNAi,0.548
ABCA3,21,ZP3,7784,K562;K562,20609354,GenomeRNAi,0.521
ABCA3,21,MAML1,9794,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,ATP6V0E1,8992,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,LRRC37A3,374819,K562;K562,20609354,GenomeRNAi,0.515
ABCA3,21,SEL1L,6400,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,ABCB6,10058,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,IRF7,3665,K562;K562;K562,20609354,GenomeRNAi,0.551
ABCA3,21,FCN3,8547,K562;K562,20609354,GenomeRNAi,0.53
ABCA3,21,PYROXD1,79912,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,CPSF1,29894,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,SCAF11,9169,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,FZD8,8325,K562;K562;K562,20609354,GenomeRNAi,0.578
ABCA3,21,PRMT8,56341,K562,20609354,GenomeRNAi,0.44
ABCA3,21,PDE6H,5149,K562,20609354,GenomeRNAi,0.44
ABCA3,21,NFATC2IP,84901,K562,20609354,GenomeRNAi,0.44
ABCA3,21,CAPRIN1,4076,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,MORC3,23515,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,TLE1,7088,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,CLDN3,1365,K562;K562,20609354,GenomeRNAi,0.515
ABCA3,21,FOSL1,8061,K562,20609354,GenomeRNAi,0.473
ABCA3,21,HIF3A,64344,K562;K562,20609354,GenomeRNAi,0.521
ABCA3,21,LDLRAD4,753,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,PLEKHM1,9842,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,SNTA1,6640,K562;K562,20609354,GenomeRNAi,0.587
ABCA3,21,PDLIM5,10611,K562;K562;K562;K562,20609354,GenomeRNAi,0.587
ABCA3,21,PDE6C,5146,K562,20609354,GenomeRNAi,0.443
ABCA3,21,GLIPR1,11010,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,API5,8539,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,ZNF473,25888,K562;K562,20609354,GenomeRNAi,0.515
ABCA3,21,SLC50A1,55974,K562;K562,20609354,GenomeRNAi,0.53
ABCA3,21,ITCH,83737,K562;K562,20609354,GenomeRNAi,0.512
ABCA3,21,CSHL1,1444,K562;K562;K562,20609354,GenomeRNAi,0.569
ABCA3,21,RPL36A,6173,K562;K562,20609354,GenomeRNAi,0.518
ABCA3,21,RPL35,11224,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,UTP14A,10813,K562;K562,20609354,GenomeRNAi,0.539
ABCA3,21,CTSB,1508,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,PGAP2,27315,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,NCOA3,8202,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,CCL23,6368,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,KCNJ13,3769,K562;K562,20609354,GenomeRNAi,0.521
ABCA3,21,S1PR2,9294,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,CXCR3,2833,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,CST4,1472,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,KAT6A,7994,K562;K562,20609354,GenomeRNAi,0.512
ABCA3,21,RPL21,6144,K562;K562,20609354,GenomeRNAi,0.533
ABCA3,21,CYP2B6,1555,K562;K562;K562,20609354,GenomeRNAi,0.566
ABCA3,21,ATP7A,538,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,EGR3,1960,K562;K562,20609354,GenomeRNAi,0.518
ABCA3,21,IL4,3565,K562;K562,20609354,GenomeRNAi,0.524
ABCA3,21,RO60,6738,K562;K562,20609354,GenomeRNAi,0.527
ABCA3,21,CRYBB2,1415,K562;K562;K562,20609354,GenomeRNAi,0.572
ABCA3,21,CAMK2B,816,K562;K562,20609354,GenomeRNAi,0.53
ABCA3,21,DBF4,10926,K562;K562;K562,20609354,GenomeRNAi,0.557
ABCA3,21,SAT1,6303,K562;K562,20609354,GenomeRNAi,0.512
ABCA3,21,SRSF1,6426,K562,20609354,GenomeRNAi,0.446
ABCA3,21,MAPK11,5600,K562,20609354,GenomeRNAi,0.449
ABCA3,21,PLCB1,23236,K562,20609354,GenomeRNAi,0.443
ABCA3,21,CXCR4,7852,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,RCAN1,1827,K562,20609354,GenomeRNAi,0.44
ABCA3,21,GBP4,115361,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,UCP2,7351,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,RTP4,64108,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,ALG10B,144245,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,CLTC,1213,K562;K562,20609354,GenomeRNAi,0.524
ABCA3,21,HLA-DRB5,3127,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,NRG2,9542,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,UGT1A7,54577,K562;K562;K562,20609354,GenomeRNAi,0.557
ABCA3,21,MBD4,8930,K562;K562;K562,20609354,GenomeRNAi,0.548
ABCA3,21,NKRF,55922,K562;K562,20609354,GenomeRNAi,0.512
ABCA3,21,TBCCD1,55171,K562;K562,20609354,GenomeRNAi,0.512
ABCA3,21,SMARCA1,6594,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,ITGB1,3688,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,PLOD2,5352,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,RCAN2,10231,K562,20609354,GenomeRNAi,0.443
ABCA3,21,LAPTM4B,55353,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,PGLS,25796,K562;K562;K562;K562,20609354,GenomeRNAi,0.581
ABCA3,21,CEACAM1,634,K562;K562,20609354,GenomeRNAi,0.509
ABCA3,21,EPB42,2038,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,EHF,26298,K562;K562,20609354,GenomeRNAi,0.512
ABCA3,21,SP100,6672,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,ZNF140,7699,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,CNR1,1268,K562;K562,20609354,GenomeRNAi,0.506
ABCA3,21,H3C7,8968,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,FZD2,2535,K562,20609354,GenomeRNAi,0.44
ABCA3,21,OR2F1,26211,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,CLEC2D,29121,K562;K562,20609354,GenomeRNAi,0.503
ABCA3,21,PDE4DIP,9659,K562;K562;K562,20609354,GenomeRNAi,0.554
CNTD1,124817,NAE1,8883,A375;A375,23100467,GenomeRNAi,0.575
EXOSC1,51013,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.443
EXOSC1,51013,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.443
IL24,11009,NAE1,8883,A375;A375,23100467,GenomeRNAi,0.575
IL24,11009,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.449
IL24,11009,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449
ALK,238,PBRM1,55193,A549,31300006,CRISPR/CRISPRi,0.85
ALK,238,PTK6,5753,LAML,28319085,CRISPR/CRISPRi,0.85
ALK,238,PRKDC,5591,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,RRM2,6241,A549,31300006,CRISPR/CRISPRi,0.85
ALK,238,HCRTR1,3061,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,SSTR5,6755,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,HMGA1,3159,LAML,28319085,CRISPR/CRISPRi,0.85
ALK,238,STMN1,3925,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,CIT,11113,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,GRB2,2885,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,MAPK12,6300,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,EPRS1,2058,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,CDK9,1025,293T,28319113,CRISPR/CRISPRi,0.85
ALK,238,SSTR4,6754,LAML,28319085,CRISPR/CRISPRi,0.85
ALK,238,DCXR,51181,LAML,28319085,CRISPR/CRISPRi,0.85
ALK,238,PRODH,5625,LAML,28319085,CRISPR/CRISPRi,0.85
ALK,238,DBH,1621,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,IL12A,3592,K562,31300006,CRISPR/CRISPRi,0.85
ALK,238,CDC25A,993,LAML,28319085,CRISPR/CRISPRi,0.85
FBXL2,25827,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.452
FBXL2,25827,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.452
FBXL2,25827,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.452
KDM1A,23028,PPWD1,23398,Jurkat,31300006,CRISPR/CRISPRi,0.85
KDM1A,23028,PTTG1,9232,Jurkat,31300006,CRISPR/CRISPRi,0.85
KDM1A,23028,TTC4,7268,Jurkat,31300006,CRISPR/CRISPRi,0.85
KDM1A,23028,POLR2K,5440,Jurkat,31300006,CRISPR/CRISPRi,0.85
KDM1A,23028,VPS72,6944,Jurkat,31300006,CRISPR/CRISPRi,0.85
KDM1A,23028,TRMT5,57570,Jurkat,31300006,CRISPR/CRISPRi,0.85
KDM1A,23028,NUP85,79902,Jurkat,31300006,CRISPR/CRISPRi,0.85
KDM1A,23028,PRKCZ,5590,LAML,28319085,CRISPR/CRISPRi,0.85
KDM1A,23028,NSMCE4A,54780,Jurkat,31300006,CRISPR/CRISPRi,0.85
KDM1A,23028,MZT1,440145,Jurkat,31300006,CRISPR/CRISPRi,0.85
CCDC112,153733,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.467
CCDC112,153733,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.467
DPYS,1807,NAE1,8883,A375,23100467,GenomeRNAi,0.5
HINT1,3094,NAE1,8883,HCT116,23100467,GenomeRNAi,0.5
ESS2,8220,NAE1,8883,A375,23100467,GenomeRNAi,0.5
ESS2,8220,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.488
ESS2,8220,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.488
BTK,695,CDH1,999,Hela,31300006,CRISPR/CRISPRi,0.85
BTK,695,NAE1,8883,A375;A375,23100467,GenomeRNAi,0.575
BTK,695,CHEK1,1111,X293T,31300006,CRISPR/CRISPRi,0.85
ENDOG,2021,NAE1,8883,A375;A375,23100467,GenomeRNAi,0.575
EIF3D,8664,WARS2,10352,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,SKA3,221150,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,NSMCE4A,54780,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PTTG1,9232,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PSMD6,9861,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,EXOSC9,5393,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PAXBP1,94104,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PDCD7,10081,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PRMT5,10419,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,POLR2K,5440,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,EIF4G1,1981,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,NDUFB1,4707,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPL50,54534,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MBTPS2,51360,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MZT1,440145,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPS11,64963,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TAF2,6873,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,OGFOD1,55239,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,RBBP8,5932,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPS27,23107,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPS18B,28973,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,RPL5,6125,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MED28,80306,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,EIF4A1,1973,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,RPL13,6137,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,KARS1,3735,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,POLE,5426,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,GTF2E1,2960,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PSMC1,5700,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPS18A,55168,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,FARSA,2193,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPS28,28957,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,ZNRD1,30834,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,KIF11,3832,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,YTHDC1,91746,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TRMT5,57570,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,FH,2271,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,RTF1,23168,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TBCB,1155,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,NUP85,79902,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,INTS5,80789,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,NACA,4666,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPL27,51264,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PITRM1,10531,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,NUDC,10726,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPL24,79590,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,EMC4,51234,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PSMD12,5718,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,VPS72,6944,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TUBGCP3,10426,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,NUP43,348995,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PPWD1,23398,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,NOP58,51602,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MARS1,4141,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,METAP2,10988,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TFB1M,51106,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PDRG1,81572,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,GNPAT,8443,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PPAT,5471,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MED23,9439,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,WDR77,79084,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,ZNF830,91603,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,LONP1,9361,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,RPLP1,6176,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TRPM7,54822,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PPP2R1A,5518,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,ZNF511,118472,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,SF3B1,23451,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,EXOSC4,54512,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TAF1A,9015,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PNN,5411,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,EIF3M,10480,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,PRIM2,5558,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,SPAG7,9552,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,WDR61,80349,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MAX,4149,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,RNGTT,8732,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,GTPBP4,23560,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,RAD51,5888,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,TTC4,7268,K562;Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MED1,5469,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,NUP54,53371,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,WDR70,55100,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MICOS10,440574,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,MRPL46,26589,Jurkat,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,ZWINT,11130,K562,31300006,CRISPR/CRISPRi,0.85
EIF3D,8664,GTF2H4,2968,Jurkat,31300006,CRISPR/CRISPRi,0.85
BSG,682,STMN1,3925,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,HCRTR1,3061,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,MC1R,4157,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,SSTR5,6755,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,SKP2,6502,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,HMGCR,3156,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,DOT1L,84444,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,MAPK12,6300,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,LCK,3932,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,PIM1,5292,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,TPSAB1,7177,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,HMGA1,3159,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,PRKDC,5591,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,LARS2,23395,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,CDK12,51755,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,GRB2,2885,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,EPRS1,2058,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,CA9,768,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,CIT,11113,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,NPR2,4882,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,CSF3R,1441,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,LIG1,3978,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,NDUFB1,4707,LAML,28319085,CRISPR/CRISPRi,0.85
BSG,682,CDC25A,993,K562,31300006,CRISPR/CRISPRi,0.85
BSG,682,IGF1R,3480,K562,31300006,CRISPR/CRISPRi,0.85
AADAT,51166,MYC,4609,HMEC,22157079,GenomeRNAi,0.551
APC,324,CDK9,1025,293T,28319113,CRISPR/CRISPRi,0.85
APC,324,VHL,7428,"Hela, A549",28319113,CRISPR/CRISPRi,0.85
APC,324,SMARCB1,6598,A549,28319113,CRISPR/CRISPRi,0.85
APC,324,HDAC1,3065,Hela,31300006,CRISPR/CRISPRi,0.85
RTP4,64108,SLC22A1,6580,K562;K562,20609354,GenomeRNAi,0.509
RTP4,64108,SLC22A2,6582,K562;K562,20609354,GenomeRNAi,0.509
PTPN3,5774,SLCO1B3,28234,HeLa,17000754,GenomeRNAi,0.5
PTPN3,5774,TUBB1,81027,HeLa,17000754,GenomeRNAi,0.5
AK1,203,SLC29A2,3177,MIAPaCa-2,19519883,GenomeRNAi,0.491
AK1,203,CMPK1,51727,MIAPaCa-2,19519883,GenomeRNAi,0.491
AK1,203,TYMS,7298,MIAPaCa-2,19519883,GenomeRNAi,0.491
AK1,203,DCK,1633,MIAPaCa-2,19519883,GenomeRNAi,0.491
AK1,203,RRM1,6240,MIAPaCa-2,19519883,GenomeRNAi,0.491
AK1,203,SLC29A1,2030,MIAPaCa-2,19519883,GenomeRNAi,0.491
AK1,203,SLC28A1,9154,MIAPaCa-2,19519883,GenomeRNAi,0.491
AK1,203,CDA,978,MIAPaCa-2,19519883,GenomeRNAi,0.491
NOL10,79954,TTC4,7268,Jurkat,31300006,CRISPR/CRISPRi,0.85
NOL10,79954,RPL5,6125,K562,31300006,CRISPR/CRISPRi,0.85
NOL10,79954,TUBGCP3,10426,K562,31300006,CRISPR/CRISPRi,0.85
NOL10,79954,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.521
NOL10,79954,SLC39A9,55334,K562,31300006,CRISPR/CRISPRi,0.85
NOL10,79954,PSMD1,5707,K562,31300006,CRISPR/CRISPRi,0.85
CNGA3,1261,CYP2C8,1558,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,MAPT,4137,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,MAP4,4134,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,TUBB1,81027,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,CYP1B1,1545,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,CYP19A1,1588,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,NR1I2,8856,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,CYP3A4,1576,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,CYP3A5,1577,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,CYP2C9,1559,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,CYP3A7,1551,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,SLCO1B3,28234,HeLa,17000754,GenomeRNAi,0.5
CNGA3,1261,MAP2,4133,HeLa,17000754,GenomeRNAi,0.5
LUC7L3,51747,TRNAU1AP,54952,K562,31300006,CRISPR/CRISPRi,0.85
LUC7L3,51747,NFE2L1,4779,K562,31300006,CRISPR/CRISPRi,0.85
LUC7L3,51747,ZNF574,64763,K562,31300006,CRISPR/CRISPRi,0.85
LUC7L3,51747,MED23,9439,K562,31300006,CRISPR/CRISPRi,0.85
LUC7L3,51747,NDUFA9,4704,K562,31300006,CRISPR/CRISPRi,0.85
LUC7L3,51747,TUBGCP3,10426,K562,31300006,CRISPR/CRISPRi,0.85
LUC7L3,51747,PPP2R1A,5518,K562,31300006,CRISPR/CRISPRi,0.85
LUC7L3,51747,SRSF7,6432,K562,31300006,CRISPR/CRISPRi,0.85
LUC7L3,51747,MAPKAP1,79109,K562,31300006,CRISPR/CRISPRi,0.85
FBP2,8789,GAPDH,2597,A549,31300006,CRISPR/CRISPRi,0.85
LECT2,3950,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.44
CYFIP2,26999,NAE1,8883,A375;A375;A375,23100467,GenomeRNAi,0.611
MRPL23,6150,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.452
CARD10,29775,NAE1,8883,A375;A375;A375,23100467,GenomeRNAi,0.611
FER,2241,SLC29A1,2030,MIAPaCa-2,19519883,GenomeRNAi,0.473
FER,2241,TYMS,7298,MIAPaCa-2,19519883,GenomeRNAi,0.473
FER,2241,RRM1,6240,MIAPaCa-2,19519883,GenomeRNAi,0.473
FER,2241,SLC29A2,3177,MIAPaCa-2,19519883,GenomeRNAi,0.473
FER,2241,SLC28A1,9154,MIAPaCa-2,19519883,GenomeRNAi,0.473
FER,2241,MYC,4609,HMEC,22157079,GenomeRNAi,0.548
SMAD4,4089,TYMS,7298,HeLa,17000754,GenomeRNAi,0.5
SMAD4,4089,WEE1,7465,293T,28319113,CRISPR/CRISPRi,0.85
CA9,768,PIM1,5292,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,HCRTR1,3061,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,LIG1,3978,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,HMGA1,3159,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,MAPK12,6300,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,IL12A,3592,LAML,28319085,CRISPR/CRISPRi,0.85
CA9,768,PRKDC,5591,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,CDK12,51755,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,CARM1,10498,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,STMN1,3925,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,CIT,11113,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,LCK,3932,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,TPSAB1,7177,K562,31300006,CRISPR/CRISPRi,0.85
CA9,768,HCRT,3060,LAML,28319085,CRISPR/CRISPRi,0.85
